InChIKey,smiles_canon,LogS,occurence
AURFZBICLPNKBZ-FZCSVUEKSA-N,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-5.066439927666667,6.0
OMQHDIHZSDEIFH-UHFFFAOYSA-N,CC(=O)C1CCOC1=O,0.193189585,2.0
SHOJXDKTYKFBRD-UHFFFAOYSA-N,CC(=O)C=C(C)C,-0.5309962305,2.0
PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC(=O)C=CC1=C(C)CCCC1(C)C,-3.05609629,2.0
UZFLPKAIBPNNCA-BQYQJAHWSA-N,CC(=O)C=CC1C(C)=CCCC1(C)C,-3.2586867095,2.0
OVGLVOLWBBGQHS-DUXPYHPUSA-N,CC(=O)C=NO,-0.128266439,2.0
WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(=O)O,0.991,2.0
CVBUKMMMRLOKQR-UHFFFAOYSA-N,CC(=O)CC(=O)c1ccccc1,-2.6268150813333335,3.0
SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,0.9349216985,2.0
DUGWBMXFSCILOV-UHFFFAOYSA-N,CC(=O)CC(CC(=O)O)c1ccccc1,-1.4463,2.0
DEKWZWCFHUABHE-UHFFFAOYSA-N,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.83875983075,4.0
HENZOLWOIZODCT-UHFFFAOYSA-N,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)oc2ccccc2c1=O,-5.836,2.0
WHJUKZVLAVJEJZ-UHFFFAOYSA-N,CC(=O)CC1=NCCS1,-1.156,2.0
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,-0.5593460286666667,3.0
AKGGYBADQZYZPD-UHFFFAOYSA-N,CC(=O)CCc1ccccc1,-1.6868304534999998,2.0
BULLHNJGPPOUOX-UHFFFAOYSA-N,CC(=O)CCl,-0.012,2.0
XLSMFKSTNGKWQX-UHFFFAOYSA-N,CC(=O)CO,1.1303,2.0
HBEQAYDPEJTYND-UHFFFAOYSA-N,CC(=O)CSC#N,-0.2162,2.0
XPLCQMPBJPQJNU-UHFFFAOYSA-N,CC(=O)N(C)CCOC(=O)c1ccccc1,-0.8492,2.0
IRTZMJWVZQYURE-UHFFFAOYSA-N,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,-0.5345065236666667,3.0
FFLFWNRFMZRFKU-UHFFFAOYSA-N,CC(=O)N(C)N=O,-0.7684,2.0
PUWVNTVQJFSBDH-RYUDHWBXSA-N,CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O,0.261627844,2.0
UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-1.6695310633333333,3.0
WIDMDEHGDAFXAJ-UHFFFAOYSA-N,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-3.58999995,2.0
SWUJAINMZHBCAY-UHFFFAOYSA-N,CC(=O)N1C2CCC1CN(C)C2,-1.587440029,2.0
DDWXNUFFAFBJDG-UHFFFAOYSA-N,CC(=O)N1CC(=O)NC1=S,-0.234406922,2.0
NZDAAPUTURAWII-UHFFFAOYSA-N,CC(=O)NC(=O)COC(=O)c1ccccc1,-2.400333333333333,3.0
UJQLDFMZDSDZEY-UHFFFAOYSA-N,CC(=O)NC(=O)NC(C)=O,-0.3137,2.0
ZZHZBOWDNSQHCZ-UHFFFAOYSA-N,CC(=O)NC(=O)OCC(C)(COC(=O)NC(C)=O)C(C)C,-2.082536926,2.0
IHYJTAOFMMMOPX-LURJTMIESA-N,CC(=O)NC(C(=O)O)C(C)C,-0.428214078,4.0
OTCCIMWXFLJLIA-BYPYZUCNSA-N,CC(=O)NC(CC(=O)O)C(=O)O,0.756614655,2.0
WXNXCEHXYPACJF-ZETCQYMHSA-N,CC(=O)NC(CC(C)C)C(=O)O,-1.33009698575,4.0
JYWAYDDGOPHFIS-JTQLQIEISA-N,CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C(=O)O,-2.8868,2.0
DZTHIGRZJZPRDV-LBPRGKRZSA-N,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.204653672333333,3.0
FNGNLZLLBCYMOG-VIFPVBQESA-N,CC(=O)NC(Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-2.183,2.0
JFUUKHUKGAQKIW-UHFFFAOYSA-N,CC(=O)NC(NC(C)=O)c1ccccc1,-1.3143944763333335,3.0
BCVXYGJCDZPKGV-UHFFFAOYSA-N,CC(=O)NC12CC3CC(CC(C3)C1)C2,-2.63590184,2.0
WRAGCBBWIYQMRF-UHFFFAOYSA-N,CC(=O)NC1CCCCC1,-1.575846487,2.0
OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(=O)O,-0.6488191160000001,2.0
WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(C)=O,0.6755229025,2.0
PVCJKHHOXFKFRP-UHFFFAOYSA-N,CC(=O)NCCO,0.986678548,2.0
AXFZADXWLMXITO-UHFFFAOYSA-N,CC(=O)NCCS,0.151676036,2.0
UZLRPNHVKXCOHS-UHFFFAOYSA-N,CC(=O)NCCSC(C)=O,0.317628611,2.0
KIBCSYBEMXURBL-UHFFFAOYSA-N,CC(=O)NCCSSCCNC(C)=O,-2.061798089,2.0
HWJHZLJIIWOTGZ-UHFFFAOYSA-N,CC(=O)NCO,1.050151533,2.0
VVDGWALACJEJKG-UHFFFAOYSA-N,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.320534257333333,3.0
ACFHHZJOAUZSJU-XBXARRHUSA-N,CC(=O)NN=Cc1ccc([N+](=O)[O-])o1,-2.5958133775,2.0
ONKKMSVOTHQXSC-UHFFFAOYSA-N,CC(=O)NOCC(=O)O,0.857630763,2.0
BAQCROVBDNBEEB-OPRFMTNSSA-N,CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,-0.19817468900000001,3.0
YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-2.01,2.0
GNOGSFBXBWBTIG-UHFFFAOYSA-N,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,-2.6395130603333334,3.0
IJZSFOIZVXCSFP-UHFFFAOYSA-N,CC(=O)Nc1ccc(Br)cc1C,-1.756,2.0
YICAMJWHIUMFDI-UHFFFAOYSA-N,CC(=O)Nc1ccc(C)cc1,-2.094579234,2.0
WHXUSWHUWNRNHT-UHFFFAOYSA-N,CC(=O)Nc1ccc(C)cc1F,-1.7403,2.0
SRVJKTDHMYAMHA-WUXMJOGZSA-N,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,-3.4293102846666668,3.0
WMHHXYOPEQARIN-UHFFFAOYSA-N,CC(=O)Nc1ccc(Cl)cc1C,-2.3097123875,2.0
RJKWSTDTEPBWBJ-UHFFFAOYSA-N,CC(=O)Nc1ccc(F)cc1C,-1.3593,2.0
ZGLBGXHBFHCOAF-NBVRZTHBSA-N,CC(=O)Nc1ccc(NN=C2C=C(C)C=CC2=O)cc1,-5.358,2.0
FEJKLNWAOXSSNR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,-4.193295707333333,3.0
YTJJPFRVBNFIBN-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)NC(C)=O)cc1,-2.78,2.0
CYLYVXPHAQLXFG-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-3.7162,2.0
NJIZUWGMNCUKGU-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-3.4398999999999997,2.0
KXNXWINFSDKMHD-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-3.5291,2.0
WDOCBIHNYYQINH-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-3.6116242620000003,2.0
CZIHNRWJTSTCEX-UHFFFAOYSA-N,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,-4.495,3.0
HLWVGQKSSIHUAX-UHFFFAOYSA-N,CC(=O)Nc1cccc(N=C=S)c1,-3.53,2.0
QLNWXBAGRTUKKI-UHFFFAOYSA-N,CC(=O)Nc1cccc(O)c1,-1.0159376663333333,3.0
UJRRDDHEMZLWFI-UHFFFAOYSA-N,CC(=O)Nc1ncc([N+](=O)[O-])s1,-2.066092513,2.0
OBCUSTCTKLTMBX-UHFFFAOYSA-N,CC(=O)OC(C(=O)O)c1ccccc1,-1.2306666666666668,3.0
WMOVHXAZOJBABW-UHFFFAOYSA-N,CC(=O)OC(C)(C)C,-1.177679196,2.0
NDYMQXYDSVBNLL-MUYMLXPFSA-N,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,-6.7776023720000005,2.0
WFDIJRYMOXRFFG-UHFFFAOYSA-N,CC(=O)OC(C)=O,0.07009902100000001,2.0
CPIVYSAVIPTCCX-UHFFFAOYSA-N,CC(=O)OC(C)CC(C)C,-2.0450410695,2.0
FSGNOVKGEXRRHD-UHFFFAOYSA-N,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,-3.82895,2.0
UWFYSQMTEOIJJG-FDTZYFLXSA-N,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,-7.0256830845,2.0
QMBJSIBWORFWQT-DFXBJWIESA-N,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,-6.0969700785,2.0
PSGAAPLEWMOORI-PEINSRQWSA-N,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.508004219,2.0
UFDHNJJHPSGMFX-UHFFFAOYSA-N,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.315852635,2.0
RLIONZRKXHAVFB-INUFXIKQSA-N,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.2800001000000005,2.0
QZKDRLZSJSWQPS-RMPHRYRLSA-N,CC(=O)OC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21,-1.522887967,3.0
IECPWNUMDGFDKC-MZJAQBGESA-N,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,-8.3029834815,2.0
MDFZYGLOIJNNRM-OAJDADRGSA-N,CC(=O)OC1CC2(C)C(CCC3C4(C)C=CC(=O)C(C)C4C(OC(C)=O)C(=O)C32C)C1=C(CCC=C(C)C)C(=O)O,-7.538458725,2.0
BRZHTUISXPQTLF-QYEGGRDRSA-N,CC(=O)OC1CC2C3CCC(C(C)CCCC(C)C)C3(C)CCC2C2(C)CCC(OC(=O)CCC(=O)O)CC12O,-8.180970931000001,2.0
KGEKLUUHTZCSIP-UHFFFAOYSA-N,CC(=O)OC1CC2CCC1(C)C2(C)C,-3.7131605935,2.0
FTQDJVZNPJRVPG-XWEVEMRCSA-N,CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)O)CCC4(C)CCC23C)C1(C)C,-10.595941995,2.0
WJOGTCZNZPHODB-WQFRYHCKSA-N,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)CCC32O)C1,-4.919837764,2.0
DJPZSBANTAQNFN-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.181333266666667,3.0
ILCTUFVQFCIIDS-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,-5.35,2.0
TVOAVZLZJXCTGE-NXEZZACHSA-N,CC(=O)OC1CCCCC1NC(=O)N(CCCl)N=O,-2.9973840915,2.0
WRJPSSPFHGNBMG-UHFFFAOYSA-N,CC(=O)OC1CN2CCC1CC2,-0.428432597,2.0
PLBHSZGDDKCEHR-LFYFAGGJSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.420972527,2.0
SYWHXTATXSMDSB-GSLJADNHSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,-4.209179021,2.0
ALEXXDVDDISNDU-JZYPGELDSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.430568862333334,6.0
YCISZOVUHXIOFY-HKXOFBAYSA-N,CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C,-5.506425851,2.0
FBHSPRKOSMHSIF-GRMWVWQJSA-N,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.074411366,2.0
QNXUUBBKHBYRFW-QWAPGEGQSA-N,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,-5.715746222,2.0
ILKJAFIWWBXGDU-MOGDOJJUSA-N,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-5.577679366,2.0
QRJOQYLXZPQQMX-FWROMSNXSA-N,CC(=O)OCC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,-4.061571701,2.0
LCMPIWIWBGHBOY-UHFFFAOYSA-N,CC(=O)OCC(=O)CCl,-0.350981317,2.0
AYBALPYBYZFKDS-OLZOCXBDSA-N,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],-3.9713333333333334,3.0
GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(=O)OCC(C)C,-1.2285720180000002,3.0
MLHOXUWWKVQEJB-UHFFFAOYSA-N,CC(=O)OCC(C)OC(C)=O,-0.20459058800000002,2.0
OUHCZCFQVONTOC-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)(COC(C)=O)COC(C)=O,-1.5686114666666668,3.0
UAOKXEHOENRFMP-ZJIFWQFVSA-N,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,-2.415,2.0
HOKIDJSKDBPKTQ-GLXFQSAKSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,-1.51297407,2.0
XIURVHNZVLADCM-UHFFFAOYSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,-3.0545154290000003,4.0
FWKBQAVMKVZEOT-STCFVSJZSA-N,CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)(C)OC(C)=O)C21CO1,-4.696275965,2.0
IBVNNVNKILNDQJ-XNIMBYMISA-N,CC(=O)OCC1OC(OC(C)=O)C(N(CCCl)CCCl)C(OC(C)=O)C1OC(C)=O,-2.49813773,2.0
RGHQKFQZGLKBCF-UHFFFAOYSA-N,CC(=O)OCCBr,-0.6738566045000001,2.0
GOLSFPMYASLXJC-UHFFFAOYSA-N,CC(=O)OCCN(C)C,0.789022462,2.0
ZNUBBVSUTSNSIM-UHFFFAOYSA-N,CC(=O)OCCN(CCC#N)c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,-5.8030904445000004,2.0
JTXMVXSTHSMVQF-UHFFFAOYSA-N,CC(=O)OCCOC(C)=O,0.0858254495,2.0
YDLAHBBJAGGIJZ-UHFFFAOYSA-N,CC(=O)OCCS,-1.5,2.0
OIPILFWXSMYKGL-UHFFFAOYSA-N,CC(=O)OCC[N+](C)(C)C,0.835022893,2.0
CHBKPOAEXQUKHL-UHFFFAOYSA-N,CC(=O)OCN(CN(CN(COC(C)=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.747884069,2.0
FBFCVJNZKBVVRP-UHFFFAOYSA-N,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.469999933333333,3.0
QUKGYYKBILRGFE-UHFFFAOYSA-N,CC(=O)OCc1ccccc1,-1.6851252030000001,2.0
UIJGCCLNZYPVFJ-UHFFFAOYSA-N,CC(=O)OCn1ncc2c(=O)[nH]cnc21,-2.5575,2.0
KFSLWBXXFJQRDL-UHFFFAOYSA-N,CC(=O)OO,1.118900391,2.0
PDAVOLCVHOKLEO-UHFFFAOYSA-N,CC(=O)OOC(=O)c1ccccc1,-2.4502,2.0
MISFQCBPASYYGV-UHFFFAOYSA-N,CC(=O)Oc1ccc(-c2ccccc2)cc1,-4.4,2.0
VRJBEVQGJOSGOX-UHFFFAOYSA-N,CC(=O)Oc1ccc(Br)cc1C(=O)O,-2.5892307535,2.0
SMIOEQSLJNNKQF-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(C)=O)cc1,-1.52,2.0
BFASOGCHMDYMBM-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(N)=O)cc1,-1.64,2.0
QAUUDNIGJSLPSX-UHFFFAOYSA-N,CC(=O)Oc1ccc([N+](=O)[O-])cc1,-2.54,2.0
GVGLGOZIDCSQPN-PVHGPHFFSA-N,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,-2.7937774505000004,2.0
RJNPPEUAJCEUPV-UHFFFAOYSA-N,CC(=O)Oc1ccc2ccccc2c1,-3.44,2.0
WRGWFXXPBRCSIH-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,-3.2508731705000002,2.0
FDTMXYKUFIZEMG-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)C,-1.549313437,2.0
FLVLUDPFVUXEFV-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,-1.802,2.0
UDKPETZNUFLIFG-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-2.5221316585,2.0
KVNWJGCJKBJLRM-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(N)=O,-1.7904008845,2.0
LNIRSJVVXSYEBA-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O,-2.7676554204999997,2.0
PTLSEGBRIAKFIJ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,-3.391803553,2.0
ZUYDNEVBJGMSGH-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCS(C)=O,-1.7810000000000001,2.0
PSBAIJVSCTZDDB-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,-4.108825413,2.0
YRZBWKXTJMKJIO-UHFFFAOYSA-N,CC(=O)SCCCCF,-1.696694794,2.0
MFWYIFRPVITMEP-UHFFFAOYSA-N,CC(=O)SCCF,-0.652349454,2.0
CUCUKLJLRRAKFN-UHFFFAOYSA-N,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,-3.5636070264999997,2.0
IBKQQKPQRYUGBJ-UHFFFAOYSA-N,CC(=O)c1cc(O)c(O)c(O)c1,-1.4711046746666667,3.0
DNRJTBAOUJJKDY-UHFFFAOYSA-N,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,-5.3153996515,2.0
YUTFQTAITWWGFH-UHFFFAOYSA-N,CC(=O)c1cc2ccccc2o1,-2.360228117,2.0
QCZZSANNLWPGEA-UHFFFAOYSA-N,CC(=O)c1ccc(-c2ccccc2)cc1,-3.3103850930000003,3.0
KAKXOESNHIUYJT-UHFFFAOYSA-N,CC(=O)c1ccc(N=C=S)cc1,-4.02,2.0
CALHPSDTGPNZIJ-UHFFFAOYSA-N,CC(=O)c1ccc(NN=C(C#N)C#N)cc1,-2.71,2.0
XIROXSOOOAZHLL-UHFFFAOYSA-N,CC(=O)c1ccc(O)c(O)c1O,-2.0217161956666665,3.0
TXFPEBPIARQUIG-UHFFFAOYSA-N,CC(=O)c1ccc(O)cc1,-1.13558829,3.0
GOZCEKPKECLKNO-UHFFFAOYSA-N,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-1.1726666666666665,3.0
XSAYZAUNJMRRIR-UHFFFAOYSA-N,CC(=O)c1ccc2ccccc2c1,-2.7964080840000003,2.0
URNBQFPUGNNQRC-UHFFFAOYSA-N,CC(=O)c1cccc(Nc2ccccc2C(=O)O)c1,-4.752728053,3.0
WYJOVVXUZNRJQY-UHFFFAOYSA-N,CC(=O)c1cccs1,-0.9548640335,2.0
JUZNVIUTDSYVKA-UHFFFAOYSA-N,CC(=O)n1c(=O)[nH]cc(F)c1=O,-0.6,2.0
OVGDAVVFKDPXIC-UHFFFAOYSA-N,CC(=O)n1cc(F)c(=O)[nH]c1=O,-0.6,2.0
HBVOLZAKVSHTFL-UHFFFAOYSA-N,CC(=O)n1ncc2c(=O)[nH]cnc21,-2.3778622814999997,2.0
PUJJZGFFAQHYEX-UHFFFAOYSA-N,CC(Br)CCl,-1.8472335315,2.0
DABJAQQQVTVZMF-UHFFFAOYSA-N,CC(C#N)NC(C)C#N,0.889991738,2.0
VRJLVIBIRBMQHY-KHPPLWFESA-N,CC(C(=O)N(C)C)=C(C)C1CCCCC1,-2.898172211,2.0
VRJLVIBIRBMQHY-ZHACJKMWSA-N,CC(C(=O)N(C)C)=C(C)c1ccccc1,-2.898172211,2.0
ZIYVHBGGAOATLY-UHFFFAOYSA-N,CC(C(=O)O)C(=O)O,0.76,2.0
YBAXNZSTHONUAE-UHFFFAOYSA-N,CC(C(=O)O)C(C)(C)CCC(=O)O,-1.5265004075,2.0
YQVMVCCFZCMYQB-UHFFFAOYSA-N,CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.24741346,2.0
PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,-4.70974543125,4.0
JZLURVIGARJQHZ-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2c(ccc3ccccc32)c1,-5.326573637,2.0
OZAIFHULBGXAKX-UHFFFAOYSA-N,CC(C)(C#N)N=NC(C)(C)C#N,-2.692272854,2.0
YBBLVLTVTVSKRW-UHFFFAOYSA-N,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,-2.76844865,2.0
OREAFAJWWJHCOT-UHFFFAOYSA-N,CC(C)(C(=O)O)C(=O)O,-0.16686302799999997,2.0
RKSOPLXZQNSWAS-UHFFFAOYSA-N,CC(C)(C)Br,-2.3588163565,2.0
CRSOQBOWXPBRES-UHFFFAOYSA-N,CC(C)(C)C,-3.337049126,2.0
ULSAJQMHTGKPIY-UHFFFAOYSA-N,CC(C)(C)C(=O)CCl,-1.363386185,2.0
IUGYQRQAERSCNH-UHFFFAOYSA-N,CC(C)(C)C(=O)O,-0.6713467989999999,2.0
IOFJWHCIWURTCZ-UHFFFAOYSA-N,CC(C)(C)C(=O)OCn1cc2c(=O)n(COC(=O)C(C)(C)C)cnc2n1,-3.909,2.0
XEXFVLNTPDXOJB-UHFFFAOYSA-N,CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O,-4.26,2.0
VNPZIVNSLRXKRF-UHFFFAOYSA-N,CC(C)(C)C(=O)OCn1ncc2c(=O)[nH]cnc21,-2.681,2.0
FAZPZNCEAZRGPY-UHFFFAOYSA-N,CC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,-3.73,2.0
OMMLUKLXGSRPHK-UHFFFAOYSA-N,CC(C)(C)C(C)(C)C,-4.87,2.0
UMBQWJHNUSDWMU-UHFFFAOYSA-N,CC(C)(C)C(C)(CO)CO,-1.57064393,2.0
HHWIYDYWDGAKSP-UHFFFAOYSA-N,CC(C)(C)C(C)(COC(N)=O)COC(N)=O,-2.058515779,2.0
JGMFEVONQBBJBM-UHFFFAOYSA-N,CC(C)(C)C(COC(N)=O)COC(N)=O,-1.569582916,2.0
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,-3.9310042210000002,2.0
FBOUIAKEJMZPQG-AWNIVKPZSA-N,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,-4.9114819525,2.0
RMOGWMIKYWRTKW-KGLIPLIRSA-N,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,-4.051539221500001,2.0
URDNHJIVMYZFRT-UHFFFAOYSA-N,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,-4.561,2.0
VGPIBGGRCVEHQZ-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,-4.9634,2.0
CCOQPGVQAWPUPE-UHFFFAOYSA-N,CC(C)(C)C1CCC(O)CC1,-3.193887806,2.0
TZIZWYVVGLXXFV-UHFFFAOYSA-N,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-5.122930031,3.0
BFQXGKXWUIMFSH-UHFFFAOYSA-N,CC(C)(C)CNCCSS(=O)(=O)O,-0.155273019,2.0
CJGXJKVMUHXVHL-UHFFFAOYSA-N,CC(C)(C)Cc1ccccc1,-4.15000005,2.0
NBRKLOOSMBRFMH-UHFFFAOYSA-N,CC(C)(C)Cl,-1.5070388879999999,2.0
YBRBMKDOPFTVDT-UHFFFAOYSA-N,CC(C)(C)N,1.135922522,2.0
CNKHSLKYRMDDNQ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,-4.435043323,2.0
CKJMHSMEPSUICM-UHFFFAOYSA-N,CC(C)(C)N([O])C(C)(C)C,-2.113756743,2.0
VAPSMQAHNAZRKC-PQWRYPMOSA-N,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,-8.759999968999999,2.0
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,CC(C)(C)NC(=O)COC(=O)c1ccccc1,-2.867484497,3.0
JLEHSYHLHLHPAL-UHFFFAOYSA-N,CC(C)(C)NC(N)=O,-0.7306068863333334,3.0
KQXKVJAGOJTNJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,-1.692983706,3.0
DEGNVZJJUSWXDF-UHFFFAOYSA-N,CC(C)(C)NCCSS(=O)(=O)O,0.364715733,2.0
DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,1.1300322944999999,2.0
GMJAXKKUTHHHMD-UHFFFAOYSA-N,CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,-4.1203,2.0
