,InChIKey,SMILES,LogS
6248,DIRYDVOOUHTURX-UHFFFAOYSA-N,CCN1C(C)(C)CCCC1(C)C,-2.14590237
6249,DADUNNXNMMAELK-UHFFFAOYSA-N,CCCN1C(C)(C)CCC1(C)C,-2.14590237
6250,JAQUASYNZVUNQP-USXIJHARSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,-2.145751928
6251,JAQUASYNZVUNQP-PVAVHDDUSA-N,Oc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(CC1)C,-2.145751928
6252,FXHBIVKHYQDNOX-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)NC(=O)N(C1=O)C,-2.145706148
6253,QRCJOCOSPZMDJY-UHFFFAOYSA-N,CCC(C(CC)C)C(=O)N,-2.145310127
6254,RYKUJAHSVIVAQV-UHFFFAOYSA-N,FCCCCCl,-2.14430913
6255,CWGDEZCIDYRJGS-UHFFFAOYSA-N,CN1CCCC1c1c(C)[nH]c2c1cccc2,-2.143525768
6256,ONASFMNNONUTBN-UHFFFAOYSA-N,CN1CCCC1c1cn(c2c1cccc2)C,-2.143525768
6257,SMMNJQNEWMPPDF-UHFFFAOYSA-N,CN1CCCC1c1c[nH]c2c1cc(C)cc2,-2.143525768
6258,PALMSMPURBFZAO-UHFFFAOYSA-N,CN1CCCC1c1c[nH]c2c1cccc2C,-2.143525768
6259,DSSRNNGLLCLIPR-QHGLUPRGSA-N,O=C([C@@H](N)C)NC1CCc2c(C1)cccc2,-2.143154083
6260,MKUXAQIIEYXACX-UHFFFAOYSA-N,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2,-2.14306878
6261,YHQZCZRZUDDZTA-UHFFFAOYSA-N,O=P(N1CCOCC1)(Oc1ccccc1)Oc1ccccc1,-2.142467002
6262,OBURDMXZDVFAKK-UHFFFAOYSA-N,Cn1c2nc([nH]c2c(=O)n(c1=O)C)C1CCC1,-2.14180958
6263,WVYXNIXAMZOZFK-UHFFFAOYSA-N,CCOC(=O)NC1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)NC(=O)OCC,-2.141407461
6264,PSCWWFOVTFSDGZ-UHFFFAOYSA-N,OP(=O)(O)O.CCN(CCc1onc(n1)c1ccccc1)CC,-2.141247436
6265,OXBBIHZWNDPBMQ-UHFFFAOYSA-N,OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,-2.14113993
6266,FHYICTHJPUZKCU-UHFFFAOYSA-N,ClCCN(C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1)N=O,-2.141054381
6267,LISFMEBWQUVKPJ-UHFFFAOYSA-N,O=c1ccc2c([nH]1)cccc2,-2.1400001
6268,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,Cc1cccc(c1)C(=O)O,-2.1400001
6269,CTLWQMICLDLMLR-UHFFFAOYSA-N,CN1C(CCC1(C)C)c1c[nH]c2c1cccc2,-2.138472007
6270,RASQWFNMYUIFFE-UHFFFAOYSA-N,FCCN(C(=O)NC1CCSCC1)N=O,-2.138075695
6271,FUWUEFKEXZQKKA-UHFFFAOYSA-N,CC(c1cccc(c(=O)c1)O)C,-2.13620246
6272,KDXZREBVGAGZHS-UHFFFAOYSA-M,CCC#CC(C1(CC=C)C(=O)N=C(N(C1=O)C)[O-])C.[Na+],-2.135699761
6273,QAJQUUOBVOKLOD-UHFFFAOYSA-N,OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,-2.135674641
6274,FPPVUXBASWMIBH-UHFFFAOYSA-N,CCN(CCOC(=O)c1cccc(c1OC)OC)CC.Cl,-2.134811637
6275,AGCONKZAPKGEKI-UHFFFAOYSA-N,CCCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-],-2.134811637
6276,YPKBVWZHVTZSPU-UHFFFAOYSA-N,CC(Cc1ccccc1)NC(=O)C,-2.134635516
6277,ZQWSMVNUPDUGRL-UHFFFAOYSA-N,CCCCC1(C)OCC(O1)CO,-2.133937918
6278,YPSQTTRYMSZAGR-UHFFFAOYSA-N,CCCn1c(=O)cc(n(c1=O)CC)N,-2.13362261
6279,NUEJYQRPPDNSDM-UHFFFAOYSA-N,CCCn1c(N)cc(=O)n(c1=O)CC,-2.13362261
6280,SPWCVDCYIJQRPF-UHFFFAOYSA-N,CCNC(=O)OCC(COC(=O)N)(CC)C,-2.133015707
6281,MPWSEBACFSFMLW-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NC)C,-2.133015707
6282,XDGIQCFWQNHSMV-UHFFFAOYSA-N,Brc1ccc(cc1)P(=O)(O)O,-2.13169014
6283,QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CN(C)CSC1=S,-2.1300001
6284,LGYNIFWIKSEESD-MRVPVSSYSA-N,CCCC[C@H](C=O)CC,-2.1300001
6285,VUHULBJCIYOTTK-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)N=O,-2.129870886
6286,IHJCNWSMNSEGEK-UHFFFAOYSA-N,CC(=O)Nc1occ(n1)c1ccccc1,-2.129717813
6287,KJVQYDYPDFFJMP-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1scc(n1)C,-2.129266039
6288,HLRDXBKIKFQOFS-LREBCSMRSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CNC(CCC=C(C)C)C,-2.12794633
6289,GULNIHOSWFYMRN-UHFFFAOYSA-N,COc1ccc(cc1)CN(c1ncccn1)CCN(C)C,-2.126527395
6290,NUQJOBPPCCFWJG-UHFFFAOYSA-N,O=C(N1CN(c2ccccc2)C(=O)c2c1cccc2)CN1CCOCC1.Cl,-2.126281485
6291,FAPQAMNNSKCDTL-UHFFFAOYSA-N,CCC(C(CO)(CO)CC)C,-2.125635762
6292,QNKRHLZUPSSIPN-UHFFFAOYSA-N,CCC(CC(C)C)(CO)CO,-2.125635762
6293,QGBQYMQTQNOOHP-UHFFFAOYSA-N,CCCC(C(CO)(CO)C)C,-2.125635762
6294,NPDPUYGJRPGBBN-UHFFFAOYSA-N,CCCC(C(COC(=O)N)COC(=O)N)C,-2.122973769
6295,NNWSPTNNCFFSLD-UHFFFAOYSA-N,OCC(COc1cccc(c1)C)(CO)CO,-2.121634705
6296,DIHMPACCSOVKNI-UHFFFAOYSA-N,OCC(COc1ccccc1C)(CO)CO,-2.121634705
6297,KYBVWWVRKOYDNI-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C)(CO)CO,-2.121634705
6298,NAWXKCLMLISGEZ-UHFFFAOYSA-N,CC(N1C(=O)Cc2c(S1(=O)=O)cccc2)C,-2.12124416
6299,RMVRSNDYEFQCLF-UHFFFAOYSA-N,Sc1ccccc1,-2.1199999
6300,GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2c1nc[nH]2,-2.1199999
6301,ZCUIZHJZCMBRPN-UHFFFAOYSA-N,NC1=C2N=CN=C2N=C=N1,-2.1199999
6302,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.119282208
6303,RKUNBYITZUJHSG-UHFFFAOYSA-N,OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,-2.119038328
6304,NOIIUHRQUVNIDD-UHFFFAOYSA-N,O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1,-2.118885738
6305,UYEUUXMDVNYCAM-UHFFFAOYSA-N,O=c1[nH]c2nccnc2c(=O)[nH]1,-2.118262053
6306,KPHWPUGNDIVLNH-UHFFFAOYSA-M,[O-]C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],-2.117891517
6307,NEXDOZRNANHHKQ-SNAWJCMRSA-N,C/C=C/Cn1c(=O)c2n(C)cnc2n(c1=O)C,-2.116843254
6308,HUDJILALRMSBJY-UHFFFAOYSA-N,COc1cc(OCCCNCCSS(=O)(=O)O)nc2c1cccc2,-2.114706621
6309,QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)O,-2.114028196
6310,KIJMVZOSUXIDEI-UHFFFAOYSA-N,COc1ncnc(c1)n1nc(cc1OC)C,-2.113966997
6311,CKJMHSMEPSUICM-UHFFFAOYSA-N,[O]N(C(C)(C)C)C(C)(C)C,-2.113756743
6312,LHIALLMPKJMSIQ-NSCUHMNNSA-N,Nc1nccc(n1)/C=C/c1ncc(n1C)[N+](=O)[O-],-2.112358848
6313,GRPRVIYRYGLIJU-UHFFFAOYSA-N,CCSCCSP(=O)(OCC)OCC,-2.111146513
6314,FIWNTYXJJOOZFV-UHFFFAOYSA-N,C=CCOc1ccccc1C(=O)N(C)C,-2.110900853
6315,NUUIWQTXXMNXON-UHFFFAOYSA-N,OCC(COc1ccccc1Cl)(O)C,-2.110471462
6316,RJMZBTNNGWVNEW-UHFFFAOYSA-N,OCC(COc1ccc(cc1)Cl)(O)C,-2.110471462
6317,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl	,-2.11
6318,WIIZWVCIJKGZOK-IUCAKERBSA-N,OC[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-2.1099999
6319,YIWUKEYIRIRTPP-QMMMGPOBSA-N,CCCC[C@@H](CO)CC,-2.1099999
6320,XNGIFLGASWRNHJ-UHFFFAOYSA-N,OC(=O)c1ccccc1C(=O)O,-2.1099999
6321,NVTHWSJNXVDIKR-UHFFFAOYSA-N,COc1cc(OC)cc(c1)C#N,-2.108852535
6322,LODDFDHPSIYCTK-UHFFFAOYSA-N,OCc1c(C)cc(cc1C)C,-2.108544758
6323,GEXXLNYKQLDCBQ-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)C,-2.108419701
6324,LJFYKIBJGUDIHL-UHFFFAOYSA-N,CCC(=O)N1CC2CCC(C1)N2C,-2.108419701
6325,MLDZAGGFWSAWHF-UHFFFAOYSA-N,CCC(=O)c1cc(OC)ccc1O,-2.106542904
6326,VCPXRQXUZJVACG-OGHNNQOOSA-N,CN1CC[C@@]23[C@H]([C@H]1Cc1c3c(O)c(cc1)O)CCCC2,-2.106346627
6327,OSZNNLWOYWAHSS-UHFFFAOYSA-M,O=C(N(C)C)Oc1cccc(c1)[N+](C)(C)C.COS(=O)(=O)[O-],-2.105948081
6328,JXFPTJYKYKVENJ-UHFFFAOYSA-M,CCOC(=O)C[S+](C)C.[Br-],-2.104813241
6329,QFCYIUYCKQKVBN-UHFFFAOYSA-N,OCC(C(=O)N1CC2CCC(C1)N2C)(c1ccccc1)C,-2.103955831
6330,WCRYUUHBSXHYJA-UHFFFAOYSA-N,SCCNCCOc1ccc(cn1)Br.Cl,-2.103731723
6331,OMAFWWAJLVYWPU-UHFFFAOYSA-N,OC1C2CC(C(C2C2(C31OC3C(=O)C12CO1)C)O)(C)C,-2.103261826
6332,ICQHDCCMMOFHOP-UHFFFAOYSA-N,COc1ccc(cc1CC(N(C)C)C)OC.Cl,-2.102841804
6333,MXAZVIZJOJQEGQ-UHFFFAOYSA-L,C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O.O,-2.102810156
6334,LDMWSLGGVTVJPG-UHFFFAOYSA-N,Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,-2.101872276
6335,FYSBYQYDBNHFED-UHFFFAOYSA-N,CC1C[NH+](C(C1)c1c[nH]c2c1cccc2)C.[Cl-],-2.100422504
6336,QZFKJZKPGLLKMJ-UHFFFAOYSA-N,CC1CC[NH+](C1c1c[nH]c2c1cccc2)C.[Cl-],-2.100422504
6337,DILZDMWFWNCRNK-UHFFFAOYSA-N,OCC(COCc1ccc(cc1)CC)O,-2.100067019
6338,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1CC=CC1,-2.0999999
6339,WKKHCCZLKYKUDN-UHFFFAOYSA-N,OCc1c(Cl)cccc1Cl,-2.0999999
6340,WSWJIZXMAUYHOE-UHFFFAOYSA-N,COCCOc1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-2.0999999
6341,WNFZOYNOAJBUIG-FNORWQNLSA-N,CCOc1ccc(cc1OC)/C=C/C(=O)NO,-2.09875357
6342,DPZNOMCNRMUKPS-UHFFFAOYSA-N,COc1cccc(c1)OC,-2.097038907
6343,JFLIEFSWGNOPJJ-JTQLQIEISA-N,O=C(Cc1ccccc1)N[C@H](C(=O)O)CCC(=O)N,-2.095730097
6344,IRKXPJJKXBMOMW-VKAVYKQESA-N,Clc1ccc2=NC(=N)CN(C(=c2c1)c1ccccc1)O,-2.095174656
6345,VGKIABSFHFOUBK-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1ccco1.Cl,-2.094630678
6346,YKYVPFIBWVQZCE-UHFFFAOYSA-N,OC(=O)CCCOc1ccccc1,-2.094394015
6347,RCAKSFBHTACZEL-GDNBJRDFSA-N,O/N=C\1/CCCc2c(C1)c(OC)c(c(c2)OC)OC,-2.093338193
6348,BJVVMKUXKQHWJK-UHFFFAOYSA-N,CCC(C1(CC=C)C(=O)NC(=O)NC1=O)C,-2.092114516
6349,AAPPQBJWIDZNGZ-MDZDMXLPSA-N,O=C1C=CC=C/C/1=C\Nc1ccccc1O,-2.090814404
6350,UTVALPBGSAUYNR-UHFFFAOYSA-N,O=[NH+]C=c1ccn(cc1)CCCn1ccc(=C[NH+]=O)cc1.[Cl-].[Cl-],-2.090555992
6351,GHSCYMOJHVOGDJ-UHFFFAOYSA-N,CCN(CCOC(=O)c1ccc(cc1O)N)CC,-2.090187488
6352,QYZLKGVUSQXAMU-UHFFFAOYSA-N,C=CCC=C,-2.0899999
6353,FMKOJHQHASLBPH-UHFFFAOYSA-N,CC(I)C,-2.0899999
6354,RRKTZKIUPZVBMF-DCOVJEKQSA-N,COc1cc2c(cc1OC)N1[C@H]3[C@]42CCN2[C@H]4C[C@@H]4[C@@H]3[C@H](CC1=O)OCC=C4C2,-2.0899999
6355,GEDIWDLJKRKBFT-UHFFFAOYSA-N,O=C(N(C)C)Oc1cc(nn1c1ccccc1)C,-2.0899999
6356,ALMHSXDYCFOZQD-UHFFFAOYSA-N,CC(=O)Nc1cccc(c1)C,-2.0899999
6357,SJWFXCIHNDVPSH-MRVPVSSYSA-N,CCCCCC[C@H](O)C,-2.0899999
6358,HEZNVIYQEUHLNI-UHFFFAOYSA-N,CCSCc1ccccc1OC(=O)NC,-2.0899999
6359,CNVIJMYLRLPXNY-UHFFFAOYSA-N,CCC(C(C)C)(COC(=O)N)COC(=O)N,-2.089550013
6360,IOWQDCBHHGWKSQ-UHFFFAOYSA-N,CC(CC(COC(=O)N)(COC(=O)N)C)C,-2.089550013
6361,ZACYCASOUWSTFF-UHFFFAOYSA-N,O=C1Oc2c(C1(CC[NH+]1CCOCC1)c1ccccc1)cccc2.[Cl-],-2.087774189
6362,NRHMKIHPTBHXPF-TUJRSCDTSA-M,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)O)C.[Na+],-2.087492026
6363,QTNVPWDRZGZZMZ-UHFFFAOYSA-N,N#CCNc1ccccc1C(=O)C,-2.086631657
6364,WBDWTNWLWBQFJU-UHFFFAOYSA-N,COc1ccc(cc1)c1nc(N)nc(n1)N,-2.086503778
6365,MAYPTSUDLAWBGU-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ncnc2c1[nH]cn2,-2.086321619
6366,QQQYQWNSMUHSCK-UHFFFAOYSA-N,COc1cc2oc(=O)[nH]c2cc1Cl,-2.08529493
6367,AUZQQIPZESHNMG-UHFFFAOYSA-N,COc1cccc(c1O)C(=O)O,-2.0848695
6368,WFKPHYKFAOXUTI-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)N,-2.084455627
6369,LENKRHVWHTZTKI-UHFFFAOYSA-N,CCCC(C([NH3+])C)CCC.[Cl-],-2.084363667
6370,STYQHICBPYRHQK-UHFFFAOYSA-N,Brc1ccc(cc1)S(=O)(=O)N,-2.084145091
6371,PMVSDNDAUGGCCE-TYYBGVCCSA-L,[O-]C(=O)/C=C/C(=O)[O-].[Fe+2],-2.084067899
6372,DNKCFBJMFIUNRS-UHFFFAOYSA-N,OS(=O)(=O)O.CNC(Cc1ccccc1)(C)C.CNC(Cc1ccccc1)(C)C,-2.083911956
6373,GSYJYMHUFBKDCU-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)C(=O)N1CCCC1,-2.083307851
6374,LPFJBUTXCFPAMS-UHFFFAOYSA-N,CN1C2CCC1CN(C2)C(=O)c1ccncc1,-2.083140388
6375,UUTBHLBAOBZVBU-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)c1ccncc1,-2.083140388
6376,ZZHZBOWDNSQHCZ-UHFFFAOYSA-N,CC(C(COC(=O)NC(=O)C)(COC(=O)NC(=O)C)C)C,-2.082536926
6377,LIRCDOVJWUGTMW-ZWNOBZJWSA-N,OC(=O)CCC(=O)OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-2.082476599
6378,MRABZSNALSVEMX-UHFFFAOYSA-N,OCC(Nc1nc(nc(n1)N1CC1)N1CC1)CO,-2.081733093
6379,XGPFPXALZVOKRI-UHFFFAOYSA-N,S=C1NC(C(=O)N1c1ccccc1)C,-2.08142522
6380,RUGYNGIMTAFTLP-UHFFFAOYSA-N,Cc1nn(c(c1)C)c1nc2c([nH]1)cccc2,-2.081347308
6381,GWBJKDRJBWUMFT-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=NC1=O)OC(C)C,-2.080942905
6382,BPIUKMIZYGZZRF-VAWYXSNFSA-N,CN(/N=N/c1ccccc1C(=O)N)C,-2.080770205
6383,VEFLKXRACNJHOV-UHFFFAOYSA-N,BrCCCBr,-2.0799999
6384,QCQPGRMMDFIQMB-HGERSSIQSA-N,N#C[C@H]1C[C@H]2C[C@@H]1/C(=N\OC(=O)NC)/[C@@H]2Cl,-2.0799999
6385,RECUKUPTGUEGMW-UHFFFAOYSA-N,CC(c1ccc(c(c1)O)C)C,-2.0799999
6386,PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)OC,-2.0799999
6387,PSVWKKQRXCPWBR-UHFFFAOYSA-N,NC(=O)OCC(c1ccccc1)(COC(=O)N)C,-2.079646312
6388,GBNSTFYSASRNQI-UHFFFAOYSA-N,Clc1cc2nc(oc2c(c1)S(=O)(=O)O)N,-2.079595394
6389,RMWVZGDJPAKBDE-UHFFFAOYSA-N,CC(=O)Oc1cc(ccc1C(=O)O)C(F)(F)F,-2.079386054
6390,OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,-2.078955425
6391,OWKWAVBMKKZMHE-UHFFFAOYSA-N,O=C(c1ccccc1)NNC(=S)N,-2.078381217
6392,DFDWGIZZMBNYBV-UHFFFAOYSA-N,OCC1COC(O1)(C)CC(C)C,-2.073830553
6393,CSOJYIADHHNGRM-UHFFFAOYSA-N,OC(=O)CCCCCC1SCC(=O)N1,-2.072916593
6394,FBSAITBEAPNWJG-UHFFFAOYSA-N,CC(=O)Oc1ccccc1OC(=O)C,-2.072052014
6395,FWTLMXBRDIEOJQ-UHFFFAOYSA-N,CCCN1CCCN(C1=S)CCC,-2.071327397
6396,NKGPJODWTZCHGF-KQYNXXCUSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]cnc2=S,-2.071204277
6397,NNJPGOLRFBJNIW-HNNXBMFYSA-N,CN[C@H]1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC,-2.070056002
6398,AKRGPMZFCFDFQW-MWLCHTKSSA-N,O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,-2.0699999
6399,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(=O)Cc1c[nH]c2c1cccc2,-2.0699999
6400,DQJCHOQLCLEDLL-UHFFFAOYSA-N,Cc1cccc2c1n1cnnc1s2,-2.0699999
6401,KEECCEWTUVWFCV-UHFFFAOYSA-N,CCN(CCNC(=O)c1ccc(cc1)NC(=O)C)CC,-2.068858113
6402,UJRRDDHEMZLWFI-UHFFFAOYSA-N,CC(=O)Nc1ncc(s1)[N+](=O)[O-],-2.066768165
6403,ZGKJESGFAPAQKB-UHFFFAOYSA-N,CC(C(CN(C)C)C)OC(=O)c1ccc(cc1)N.Cl,-2.066644025
6404,RYFOJXFXERAMLS-UHFFFAOYSA-N,Cn1cccc1c1cccnc1,-2.065040325
6405,NHARPDSAXCBDDR-UHFFFAOYSA-N,CCCOC(=O)C(=C)C,-2.064820733
6406,GFAHHDWBIRSSPA-UHFFFAOYSA-N,CCCC(CNC)CCC.Cl,-2.064293685
6407,FHHDPMSYDYZLAP-UHFFFAOYSA-N,CCC(OC(=O)c1ccccc1)(CN(C)C)CN(C)C.Cl,-2.063540311
6408,BJPJNTKRKALCPP-UHFFFAOYSA-N,CCCNC(C(=O)Nc1ccccc1C)C.Cl,-2.063198055
6409,BYJLFUFCSNYZLF-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)S(=O)(=O)CCN1CCCCC1,-2.062653425
6410,QLFZBRRENHODQH-UHFFFAOYSA-N,NNc1nc2c(o1)ccc(c2)Cl,-2.062463725
6411,ZAYJPDOJULPTEJ-UHFFFAOYSA-N,CSc1c(Cl)nc(nc1N1CCN(CC1)C)N1CCOCC1,-2.062183064
6412,YYRYCTNXXHOENE-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,-2.062032342
6413,KIBCSYBEMXURBL-UHFFFAOYSA-N,CC(=O)NCCSSCCNC(=O)C,-2.061798089
6414,PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1c(OC)ncnc1NS(=O)(=O)c1ccc(cc1)N,-2.060940016
6415,JHNZJFIWXSOTQM-UHFFFAOYSA-N,COc1cccc(c1)N1CCN(CC1)CC1CN=C(O1)N,-2.060857907
6416,SFVJZJHVCCHUGR-UHFFFAOYSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)N1CCOCC1,-2.060818146
6417,YRUPBAWWCPVHFT-UHFFFAOYSA-N,Oc1ccc(cc1)Nc1ccc(cc1)O,-2.060643909
6418,WTPDKEAYVAXNRO-UHFFFAOYSA-N,COc1cc(ccc1OC(=O)C)C(=O)O,-2.060150629
6419,FDQGNLOWMMVRQL-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.0599999
6420,ULDHMXUKGWMISQ-UHFFFAOYSA-N,CC(=C)[C@H]1CC=C(C(=O)C1)C,-2.0599999
6421,WTEVQBCEXWBHNA-JXMROGBWSA-N,O=C/C=C(\CCC=C(C)C)/C,-2.0599999
6422,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,OC(=O)c1ccccc1C,-2.0599999
6423,ONPJWQSDZCGSQM-UHFFFAOYSA-N,C=C(c1ccccc1)C(=O)O,-2.0599999
6424,VGZSUPCWNCWDAN-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(cc1)C(=O)C)NC1CCCCC1,-2.0599999
6425,NWXMGUDVXFXRIG-PMXORCKASA-N,CN([C@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,-2.058981413
6426,SVAAQXJOGYYYEY-UHFFFAOYSA-N,O=C(Nc1ccccc1)COc1ccccc1C(=O)N,-2.058914746
6427,BOQSSGDQNWEFSX-UHFFFAOYSA-N,CC(OC(=O)C(=C)C)C,-2.058571784
6428,HHWIYDYWDGAKSP-UHFFFAOYSA-N,NC(=O)OCC(C(C)(C)C)(COC(=O)N)C,-2.058515779
6429,BHSRBJWYRHNBNG-UHFFFAOYSA-N,O=C(c1ccccc1)C=NN1CCCC1,-2.057930295
6430,BBVQDWDBTWSGHQ-UHFFFAOYSA-N,Clc1nc2c(o1)cccc2,-2.05756996
6431,PMIAXZGCKWNUAL-UHFFFAOYSA-N,CC1N=C(OC1(C)C)Nc1ncc(s1)[N+](=O)[O-],-2.057304963
6432,IFOAVKYGEODTRQ-UHFFFAOYSA-N,NNC(Cc1ccccc1C)C,-2.057148174
6433,MJEOKLXWKIUJQD-UHFFFAOYSA-N,NC(=O)c1cnc2n(c1=O)C(C)CCC2,-2.056865035
6434,JRWQAQZBEVDDQC-UHFFFAOYSA-N,Clc1ccc(cc1)N1C(=S)SCC1=O,-2.05648276
6435,UBMIUBZFZPESPD-UHFFFAOYSA-N,CC(C(c1ccccc1)O)[NH2+]Cc1ccccc1.[Cl-],-2.056329893
6436,IJKAOMCJQZGZPQ-UHFFFAOYSA-N,CN(CCOC(=O)C(c1ccccc1)(c1ccccc1)O)C.Cl,-2.056294887
6437,FKGLMTGUMNVSTC-UHFFFAOYSA-N,CCOC(=O)N(P(=O)(N1CC1(C)C)N1CC1(C)C)OC(=O)C,-2.05600028
6438,HAZLTDXMBYOQPB-UHFFFAOYSA-N,OC(C(F)(F)F)(C(F)(F)F)N1CCCCC1.O,-2.055305753
6439,YKJMRLZNLNAMSY-UHFFFAOYSA-L,C1CNCCO1.C1CNCCO1.[Cl-].[Cl-].[Pt+2],-2.054845936
6440,SKGACPGKMWWAIG-RMKNXTFCSA-N,N#C/C(=C\c1ccccc1)/C(=O)N,-2.054728588
6441,BRHCJSYLVUWFLP-UHFFFAOYSA-N,CCOC(=O)Cc1ccc(cc1)C(=O)N1CCC2CC1N(C)C2,-2.054633644
6442,UQTCYVCSUDXQQN-UHFFFAOYSA-N,C=CCN1C(=O)Cc2c(S1(=O)=O)cccc2,-2.053029008
6443,CMGQPYRBLKIVLO-RRAJOLSVSA-N,O=C(C[NH+]1CCCC1)N/N=C/c1ccc(o1)[N+](=O)[O-].[Cl-],-2.052899147
6444,SAZOOWOGQNYJLS-UHFFFAOYSA-N,OC(=O)c1cc(Cl)c(cc1O)O,-2.052740008
6445,QHHPPKHDJVVPQH-UHFFFAOYSA-N,COc1ncnc2c1cccc2,-2.052615021
6446,FJLBFSROUSIWMA-UHFFFAOYSA-N,O=C(C(c1cccnc1)(C)C)c1cccnc1,-2.052529893
6447,ZFIBLEGGEPZAOM-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCOCC1,-2.05237325
6448,FEPNBMKNKFJTBE-UHFFFAOYSA-N,CCN1C(=O)c2ccccc2CS1(=O)=O,-2.051657921
6449,SHLGUEVDTGWLBS-UHFFFAOYSA-N,CCCOc1ccccc1OCC(CO)O,-2.051434758
6450,UIQMVEYFGZJHCZ-SSTWWWIQSA-N,C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O,-2.051282964
6451,CQQFAUQTNNFFDB-UHFFFAOYSA-N,NC1CCN(C1=O)c1ccccc1.Cl.O,-2.051278673
6452,VVNYZYBWULAGJY-UHFFFAOYSA-N,CC(Nc1c(C)n(C)c(=O)n(c1=O)c1ccccc1)C,-2.051090561
6453,DHGDNDUPFCKHED-UHFFFAOYSA-N,OCC(COc1ccc2c(n1)cccc2)O,-2.050885202
